station_id,n_bins,true_mean,pred_no_imd_mean,pred_imd_mean,true_total,pred_no_imd_total,pred_imd_total,fold
N32015,1019,1.3022571148184494,2.6512961190081996,1.1997047022640497,1327,2701.6707452693554,1222.4990916070667,2
R32001,1277,1.3288958496476115,2.367118782856069,1.3855642749019517,1697,3022.8106857072,1769.3655790497924,2
R32006,1436,1.2569637883008355,2.5423154111046493,1.250066245872352,1805,3650.7649303462763,1795.0951290726973,2
S32008,8118,1.6379650160137964,2.4138809520160094,1.7771806115872417,13297,19595.885568465965,14427.152204865228,2
S32011,9370,1.7689434364994663,2.3690279908557215,1.877771668535503,16575,22197.79227431811,17594.720534177664,2
S32018,7069,1.7242891498090254,2.4974594299269293,2.2093543160270026,12189,17654.540710153462,15617.925659994882,2
S32022,10839,2.1753851831349755,2.345947758372842,2.0724366102750422,23579,25427.727753003233,22463.14041877118,2
S32034,11550,2.291774891774892,2.3177815083582924,2.1197861253636874,26470,26770.376421538276,24483.52974795059,2
S32048,5834,1.5601645526225574,2.4056199945286916,1.739801041704304,9102,14034.387048080387,10149.99927730291,2
T32002,1498,1.9746328437917222,2.7034933836251214,1.5644645864843334,2958,4049.833088670432,2343.5679505535313,2
T32016,939,1.3908413205537806,2.5793333065465887,1.744222297505507,1306,2421.9939748472466,1637.8247373576712,2
V32003,3027,1.2153947803105385,2.4219498993818216,1.2449833458024684,3679,7331.242345428774,3768.564587744072,2
V32005,4534,1.5974856638729598,2.466770038265033,1.7465029757733757,7243,11184.33535349366,7918.644492156485,2
V32008,3588,1.2190635451505016,2.3109853488990573,1.3085283896576179,4374,8291.815431849818,4694.999862091533,2
V32009,1642,1.2271619975639465,2.562297398353419,1.2590962965457848,2015,4207.292328096314,2067.4361189281785,2
W32007,5055,1.4324431256181998,2.5506821445125727,1.5670495863989589,7241,12893.698240511056,7921.435659246737,2
W32009,1922,1.382414151925078,2.5903022728633296,1.4028355699216053,2657,4978.560968443319,2696.2499653893256,2
A32008,13800,2.484855072463768,2.3542421287558377,2.460571604437661,34291,32488.54137683056,33955.888141239724,3
A32013,12081,2.9045608807217946,2.4276293544382614,2.685988447613392,35090,29328.190230968634,32449.42643561739,3
A32034,1096,1.2463503649635037,2.668822403999736,1.3557007159642365,1366,2925.0293547837105,1485.8479846968032,3
A32036,3303,1.2531032394792614,2.5249114350822546,1.5969583563979601,4139,8339.782470076687,5274.753451182462,3
A32039,3206,1.5820336868371803,2.605553775959967,1.3628508956263419,5072,8353.405405727653,4369.299971378052,3
A32048,4844,1.5383980181668042,2.535746997428537,1.90197295503155,7452,12283.158455543835,9213.156994172828,3
A32057,4085,1.9091799265605875,2.7351473026288944,1.741239570584724,7799,11173.076731239034,7112.963645838597,3
B32006,11301,2.4501371560038936,2.4648796675295674,2.866589090223318,27689,27855.605122751644,32395.32330861372,3
B32016,13941,7.493221433182699,2.341636113597839,2.6702481120400114,104463,32644.749059667472,37225.9289299498,3
B32022,4749,1.3268056432933248,2.5031161107785747,1.2990305316941195,6301,11887.298410087451,6169.095995015374,3
B32026,8896,1.6716501798561152,2.4593428780887496,1.9702401450364704,14871,21878.314243477518,17527.25633024444,3
B32031,5029,1.3356532113740307,2.37490396571408,1.1196363685806527,6717,11943.392043576108,5630.651297592102,3
B32056,13336,3.125374925014997,2.3780804680604954,2.5460707384966197,41680,31714.081122054766,33954.39936859092,3
B32061,9145,2.062547840349918,2.4862074118909936,2.436454153286354,18862,22736.366781743138,22281.37323180371,3
B32064,4147,1.4200626959247649,2.5076709655054965,5.211298838751349,5889,10399.311493951294,21611.256284301842,3
C32000,14698,3.013471220574228,2.344487881487085,2.568212102741574,44292,34459.28288209718,37747.58148609565,3
C32003,15518,4.375692743910298,2.347852481600918,2.9159132052389944,67902,36433.97480948304,45249.14111889872,3
C32014,4321,1.7484378616061096,2.6121770590502087,1.8173039936692936,7555,11287.217072155952,7852.570556645018,3
C32024,10381,2.2197283498699547,2.434169717962782,3.384574196439033,23043,25269.11584217164,35135.2647332336,3
C32025,12105,2.2773234200743495,2.393868176382023,2.566533327142238,27567,28977.77427510439,31067.88592505679,3
C32032,11917,2.5680959973147606,2.426403590255033,1.5160475968949476,30604,28915.451585069226,18066.73921219709,3
C32033,4718,1.3724035608308605,2.496746601174988,1.6609731089276467,6475,11779.650464343593,7836.471127920638,3
C32040,1608,1.2624378109452736,2.5932310991413656,1.2836429964327831,2030,4169.915607419316,2064.0979382639152,3
C32049,968,1.1745867768595042,2.548371704550975,1.6090057345247872,1137,2466.8238100053436,1557.517551019994,3
C32052,7690,1.9858257477243173,2.517117711824491,1.3930666048925862,15271,19356.63520393034,10712.682191623988,3
C32055,2240,1.2120535714285714,2.5432087841532796,1.5801949147125296,2715,5696.787676503346,3539.636608956066,3
C32056,12143,2.196574157951083,2.3951882050640836,2.693051630249491,26673,29084.77037409317,32701.725946119568,3
