city_slug,country,n_stations,M_mean,M_std,I_mean,I_std,T_mean,T_std,D_mean,D_std
world_fr_v_lo_modalis,FR,57,0.03508771929824561,0.18563715383027588,1.1929824561403508,2.2235637137200346,21.354789247986325,10.195919738800097,0.42105263157894735,0.7546846176916892
world_fr_v_lo_tanlib,FR,58,0.034482758620689655,0.18405922400991945,3.8793103448275863,4.735374848375569,7.488471683845543,3.2431356029612983,3.4482758620689653,2.4721069484693206
world_fr_v_lo_v,FR,462,1.173160173160173,1.571262522162156,7.954545454545454,8.620719309885823,6.816820302345224,9.408818493103956,22.58008658008658,15.070660525314647
world_fr_v_locit,FR,33,1.1818181818181819,1.4674498597598118,11.848484848484848,9.26053863215179,7.096429252037032,4.1853271666378316,15.93939393939394,6.84625533567162
world_fr_v_locit_mulhouse,FR,62,1.1451612903225807,1.5560224006304928,9.14516129032258,9.451943636001493,4.785884698535274,8.189866864191611,7.354838709677419,6.4986676419940075
world_fr_v_lomagg,FR,52,2.7884615384615383,2.098893625096826,8.538461538461538,6.2291583117626335,6.912863897385043,3.5761745973409007,7.576923076923077,6.027213298932564
world_fr_v_lomoove,FR,28,0.25,0.44095855184409843,2.9285714285714284,3.398568014659196,11.969549253267498,8.076937765113376,1.6428571428571428,1.5919772405381725
world_fr_v_lonecy,FR,80,0.0375,0.19118219820734467,4.25,6.086923107070797,40.592067741703104,30.59009579855953,1.25,1.7466061122624084
world_fr_v_lopop,FR,29,0.41379310344827586,0.8667361346416773,7.689655172413793,7.221512743561333,2.848367895519927,1.2466699875693141,3.4482758620689653,2.8483855940884895
world_fr_v_lostan_lib,FR,39,0.07692307692307693,0.2699527623995085,8.384615384615385,8.68639403294293,4.64847683636017,2.187012267257336,12.0,6.660962471942893
world_fr_v_lozef,FR,46,1.1521739130434783,1.3327897442640602,5.260869565217392,5.5234239888303405,20.339804245650797,10.67542214563263,2.6956521739130435,3.0321944031593238
world_fr_vel_in,FR,80,0.0625,0.2435886759231116,3.5,7.152940441666303,2.2468141331826366,1.8868837750877439,4.45,4.550420762294851
world_fr_velam,FR,46,0.10869565217391304,0.3146963876899777,7.586956521739131,6.780940894911993,6.39915887537298,3.3588861303044433,9.173913043478262,5.160983316410792
world_fr_vertuose,FR,39,0.02564102564102564,0.16012815380508716,1.1538461538461537,2.04602903640534,41.14385905930255,11.151081616905419,0.9230769230769231,1.3838279362279906
world_fr_vilvolt,FR,106,0.08490566037735849,0.2800654524962704,1.9150943396226414,4.535821287586189,14.624811200811147,12.373619833803364,6.490566037735849,7.461961038071207
world_fr_zebullo,FR,66,0.6666666666666666,1.167948014297967,4.924242424242424,6.4314386620260375,5.672019486272731,3.27287421677644,5.121212121212121,4.741032511741433
world_gb_beryl_bcp,GB,400,0.0625,0.2423646044779629,4.1075,7.124453547175717,5.8822167882306395,4.774569818175162,11.69,8.438716124183903
world_gb_beryl_bradford,GB,32,0.25,0.43994134506405985,5.875,6.3892550931357635,12.186886612496554,9.528621452291008,8.3125,5.4856851837745735
world_gb_beryl_brighton,GB,108,0.21296296296296297,0.41131032752816415,7.564814814814815,10.632583625103786,10.65653337535809,7.8302409300055436,10.074074074074074,6.768127205041335
world_gb_beryl_canterbury,GB,25,0.12,0.33166247903553997,6.84,6.249533315909811,5.860394567851844,3.317845609524068,9.76,5.133874430356343
world_gb_beryl_cornwall,GB,109,0.11009174311926606,0.3144498293988573,1.5321100917431192,2.6893783094743826,17.41263890271868,7.628164614904372,4.36697247706422,2.6234715142864635
