station_id,n_bins,true_mean,pred_no_imd_mean,pred_imd_mean,true_total,pred_no_imd_total,pred_imd_total,fold
OK-J6-2,4531,1.2871330832045906,2.0542207604359413,1.930274134200769,5832,9307.67426553525,8746.072102063685,1
OK-K10,4524,1.278293545534925,2.071362843900795,1.2212737143563668,5783,9370.845505807198,5525.042283748203,1
OK-K6,4458,1.233961417676088,2.009756919932107,1.920758841344863,5501,8959.496349057332,8562.7429147154,1
OK-K7,6386,1.3092702787347321,1.9924543915048627,1.503267084096439,8361,12723.813744150053,9599.86359903986,1
OK-L16,417,1.1247002398081534,2.0143415990268556,1.2234949989839763,469,839.9804467941988,510.19741457631807,1
OK-L19,431,1.088167053364269,2.0242737246795355,1.1069993548603945,469,872.4619753368798,477.11672194483,1
OK-L6,4115,1.257108140947752,2.0565197548217697,1.4723914973413326,5173,8462.578791091582,6058.891011559584,1
OK-M6,4945,1.2495449949443882,2.031903159933903,1.1407695958776092,6179,10047.761125873149,5641.105651614777,1
OK-M7,9306,1.5753277455405115,2.0142936083126664,1.6174026303639648,14660,18745.016318957674,15051.548878167056,1
SF I29-1,13019,2.1957907673400414,1.987516615813054,2.3209728699714374,28587,25875.47882127015,30216.745794158145,1
SF-A15,9439,3.152664477169192,2.0456705816700143,1.2131450405273887,29758,19309.084620383263,11450.876037538023,1
SF-A24-2,7360,1.8240489130434783,1.977253770622728,1.9922293493972614,13425,14552.587751783278,14662.808011563844,1
SF-AA15-2,985,1.1441624365482232,2.037581928545018,1.5122878749953563,1127,2007.0181996168428,1489.603556870426,1
SF-AA18,1345,1.1620817843866171,2.055857980653732,1.3853640656559545,1563,2765.1289839792694,1863.3146683072587,1
SF-AA20,408,1.196078431372549,2.014581419706302,1.1943372895568753,488,821.9492192401713,487.2896141392051,1
SF-AA8,614,1.1644951140065147,2.0378980851708293,1.2311563193159683,715,1251.2694242948892,755.9299800600045,1
SF-B15,5562,1.6988493347716649,2.104165544018883,1.6665784579839868,9449,11703.368755833026,9269.509383306935,1
SF-B21,12804,2.106373008434864,1.9662117430558157,2.0491202070633676,26970,25175.375158086663,26236.93513123936,1
SF-B28-2,15639,3.013491911247522,2.0092564360428096,1.948751624465295,47128,31422.7614032735,30476.52665501275,1
SF-D24,14283,2.2176013442554083,1.9474504131861499,2.522817563718026,31674,27815.43425153778,36033.403262584565,1
SF-D27,16894,2.294779211554398,1.9149589198512749,1.7565996072183696,38768,32351.315991967436,29675.993764347135,1
SF-E18,9059,1.6377083563307209,2.018247016374649,1.9575719151925246,14836,18283.299721337942,17733.64397972908,1
SF-E29-1,18846,4.397750185715802,1.9555050442945852,2.918682418257679,82880,36853.44806477575,55005.488854484225,1
SF-F19,14419,2.082876759830779,1.9674098370633035,1.9526291945239047,30033,28368.082440615774,28154.960355840183,1
SF-F28-2,18690,4.126645264847512,1.9286649424615891,2.571576498301274,77127,36046.7477746071,48062.764753250805,1
SF-F30-2,14263,2.6399775643272805,1.995857298706254,2.0213778318520865,37654,28466.9126514473,28830.912015706308,1
SF-G12,12848,1.9385118306351183,1.9569186882323006,1.3396828288036455,24906,25142.4913064086,17212.24498446924,1
SF-G20,18072,2.7973660911907925,1.919024782700915,1.7050113321397355,50554,34680.615872970935,30812.9647944293,1
SF-G25,19542,2.1618053423395764,1.8539587108525408,1.8925736906697472,42246,36230.06112748035,36984.6750630682,1
SF-G26,15395,1.9403052939265995,1.9127544236956155,3.8619881223405645,29871,29446.854352794002,59455.30714343299,1
SF-G29-2,19742,2.7216594063418094,1.8988018939690565,2.2875282335231435,53731,37486.146990737114,45160.382386213896,1
SF-G29-3,14137,2.5459432694348165,1.9784996224857876,2.3091378854760976,35992,27970.049163081578,32644.28228697559,1
SF-G7,9423,1.67218507906187,1.9889217379550985,1.4061063362742696,15757,18741.609536750893,13249.740006712444,1
SF-GGP-02,6639,2.6451272782045487,2.0455580957106556,1.7603616247296692,17561,13580.460197423043,11687.040826580274,1
SF-H19,7603,1.4174667894252269,1.9936658713192335,2.128003181182187,10777,15157.841619640132,16179.208186528167,1
